age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,315,2,nonexistent,no
42,admin.,divorced,university.degree,no,no,no,cellular,sep,wed,550,1,success,yes
26,student,single,university.degree,unknown,yes,no,cellular,jun,wed,247,2,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,301,2,nonexistent,no
41,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,245,1,nonexistent,no
32,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,107,4,nonexistent,no
51,unemployed,married,professional.course,no,no,no,telephone,may,tue,171,3,nonexistent,no
50,technician,married,professional.course,no,yes,no,telephone,jun,tue,78,5,nonexistent,no
29,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,90,1,nonexistent,no
53,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,527,1,nonexistent,no
26,student,single,high.school,no,no,no,cellular,jul,tue,550,1,nonexistent,no
47,services,married,high.school,unknown,yes,no,cellular,may,tue,377,1,failure,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,134,3,nonexistent,no
32,technician,divorced,high.school,no,yes,no,telephone,may,tue,120,1,nonexistent,no
33,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,550,2,nonexistent,no
35,technician,married,professional.course,no,yes,no,cellular,apr,mon,272,1,nonexistent,no
28,technician,married,basic.9y,no,yes,no,cellular,jul,mon,236,2,nonexistent,no
29,admin.,single,basic.9y,no,no,no,cellular,may,mon,79,2,nonexistent,no
37,technician,married,university.degree,no,no,no,telephone,jun,fri,36,2,nonexistent,no
55,management,divorced,university.degree,no,yes,no,telephone,may,thu,118,2,nonexistent,no
46,services,married,high.school,unknown,no,no,cellular,jul,mon,57,2,nonexistent,no
55,technician,married,basic.4y,unknown,yes,yes,cellular,jul,wed,138,5,nonexistent,no
39,blue-collar,single,basic.4y,unknown,no,no,telephone,jul,fri,470,5,nonexistent,no
38,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,63,2,nonexistent,no
28,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,189,1,nonexistent,no
38,management,married,university.degree,no,yes,no,cellular,nov,thu,182,2,nonexistent,no
44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,190,1,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,86,1,nonexistent,no
30,entrepreneur,single,university.degree,no,no,no,cellular,apr,thu,202,1,nonexistent,yes
38,technician,married,professional.course,unknown,no,no,telephone,may,mon,407,2,nonexistent,no
31,services,married,basic.6y,no,yes,no,telephone,may,wed,492,2,nonexistent,no
34,self-employed,married,high.school,no,yes,no,cellular,may,thu,107,1,failure,no
31,admin.,married,high.school,no,no,no,telephone,may,mon,313,2,nonexistent,no
26,technician,single,professional.course,unknown,yes,yes,telephone,may,fri,447,1,nonexistent,no
29,technician,married,university.degree,no,no,no,cellular,aug,wed,201,1,nonexistent,no
40,admin.,married,university.degree,no,no,no,cellular,aug,thu,36,5,nonexistent,no
29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,36,5,nonexistent,no
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,36,5,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,386,1,nonexistent,no
54,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,225,2,nonexistent,no
40,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,86,2,nonexistent,no
53,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,545,5,nonexistent,no
52,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,167,3,nonexistent,no
43,admin.,single,university.degree,no,yes,no,telephone,nov,fri,43,1,nonexistent,no
26,services,single,high.school,no,yes,no,telephone,jul,wed,198,1,nonexistent,no
26,services,married,high.school,unknown,no,no,cellular,jul,wed,59,1,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,108,3,nonexistent,no
36,blue-collar,divorced,high.school,no,no,no,telephone,may,tue,531,2,nonexistent,no
31,technician,married,high.school,no,yes,no,cellular,aug,wed,78,2,nonexistent,no
48,housemaid,married,basic.4y,no,yes,no,telephone,sep,mon,36,1,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,aug,tue,58,1,nonexistent,no
51,services,married,high.school,no,yes,no,telephone,may,fri,57,2,nonexistent,no
41,services,divorced,high.school,no,yes,no,cellular,may,fri,380,4,failure,no
30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,90,5,nonexistent,no
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,342,3,nonexistent,no
47,management,married,basic.4y,unknown,no,no,telephone,may,mon,99,5,nonexistent,no
42,services,married,high.school,no,yes,no,cellular,may,wed,337,2,nonexistent,no
42,self-employed,married,university.degree,no,no,no,cellular,aug,fri,550,4,nonexistent,yes
55,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,430,3,nonexistent,no
40,unemployed,married,university.degree,unknown,yes,no,telephone,jul,wed,54,1,nonexistent,no
42,admin.,single,university.degree,no,no,no,cellular,aug,mon,36,5,nonexistent,no
43,technician,married,high.school,no,yes,no,telephone,aug,fri,251,3,nonexistent,no
50,blue-collar,divorced,high.school,unknown,no,yes,telephone,may,mon,200,2,nonexistent,no
44,admin.,married,university.degree,no,yes,no,cellular,jul,wed,89,1,nonexistent,no
46,management,divorced,professional.course,no,no,no,cellular,may,tue,159,2,failure,no
27,technician,single,university.degree,no,yes,no,cellular,may,thu,43,5,nonexistent,no
51,admin.,married,high.school,unknown,yes,no,telephone,may,wed,359,1,nonexistent,no
41,admin.,married,university.degree,no,no,no,cellular,nov,wed,392,1,failure,no
33,technician,married,university.degree,no,yes,no,cellular,aug,wed,312,2,nonexistent,no
41,admin.,single,high.school,no,no,no,telephone,may,wed,550,2,nonexistent,no
32,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,404,1,nonexistent,no
39,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,310,1,nonexistent,no
31,services,married,high.school,no,no,no,cellular,jul,mon,550,5,nonexistent,no
50,technician,married,professional.course,no,no,no,telephone,may,fri,121,2,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,87,2,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,jun,mon,253,1,nonexistent,yes
55,retired,married,high.school,no,no,no,cellular,oct,wed,550,1,nonexistent,no
44,technician,married,unknown,no,yes,no,cellular,apr,mon,104,1,failure,no
55,retired,married,high.school,unknown,no,no,cellular,may,tue,127,1,failure,no
39,admin.,single,high.school,no,yes,no,telephone,jul,mon,215,3,nonexistent,no
43,management,married,university.degree,no,yes,no,cellular,may,wed,124,1,failure,no
38,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,353,1,nonexistent,no
54,admin.,married,high.school,no,no,no,cellular,aug,tue,84,5,nonexistent,no
32,entrepreneur,married,university.degree,no,no,yes,cellular,jul,fri,116,1,nonexistent,no
36,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,179,1,nonexistent,no
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,193,1,nonexistent,no
32,services,single,basic.6y,no,yes,no,telephone,jun,fri,307,3,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,342,3,nonexistent,no
30,admin.,married,university.degree,no,no,yes,cellular,apr,thu,206,1,nonexistent,no
55,admin.,divorced,professional.course,unknown,yes,no,cellular,aug,wed,87,2,nonexistent,no
36,admin.,married,basic.6y,no,no,no,telephone,may,thu,114,1,nonexistent,no
37,management,single,basic.9y,no,no,no,cellular,oct,thu,137,1,nonexistent,yes
49,admin.,married,high.school,no,yes,no,cellular,may,tue,550,1,failure,yes
45,self-employed,single,basic.9y,no,yes,no,cellular,apr,wed,156,1,nonexistent,no
30,student,single,professional.course,no,yes,no,cellular,jul,wed,334,4,failure,yes
52,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri,241,2,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,jul,mon,105,5,nonexistent,no
35,blue-collar,single,professional.course,no,yes,no,cellular,mar,tue,81,1,nonexistent,no
42,technician,married,professional.course,no,no,no,cellular,may,mon,85,1,nonexistent,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,245,5,nonexistent,no
34,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,137,1,failure,no
31,technician,single,university.degree,no,yes,no,cellular,nov,wed,456,2,nonexistent,no
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,211,2,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,270,2,nonexistent,no
29,services,married,professional.course,no,no,no,cellular,aug,tue,550,3,nonexistent,yes
41,management,married,basic.6y,no,no,no,telephone,may,mon,529,2,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,532,1,nonexistent,no
28,admin.,single,university.degree,no,yes,no,cellular,jul,mon,219,3,nonexistent,no
37,entrepreneur,divorced,university.degree,no,no,yes,cellular,may,thu,95,3,nonexistent,no
28,admin.,single,high.school,no,yes,no,cellular,may,tue,106,4,nonexistent,no
41,management,married,university.degree,no,unknown,unknown,cellular,may,tue,369,1,nonexistent,no
51,services,divorced,high.school,unknown,yes,no,cellular,may,thu,295,1,failure,no
55,management,divorced,university.degree,unknown,yes,yes,cellular,nov,thu,114,2,nonexistent,no
42,technician,married,professional.course,no,no,no,cellular,aug,mon,271,4,nonexistent,no
55,retired,married,unknown,no,no,no,cellular,aug,wed,144,5,failure,no
37,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,183,1,nonexistent,no
36,self-employed,married,professional.course,no,no,no,telephone,jun,fri,161,3,nonexistent,no
32,technician,single,professional.course,no,no,no,cellular,aug,fri,87,1,nonexistent,yes
33,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,232,2,nonexistent,no
35,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,100,3,nonexistent,no
28,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,354,5,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,80,1,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,may,wed,121,1,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,wed,117,2,nonexistent,no
37,admin.,single,high.school,no,yes,no,cellular,may,fri,326,5,failure,yes
42,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,124,2,failure,no
40,technician,married,professional.course,no,no,no,cellular,aug,fri,168,1,nonexistent,no
43,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,518,3,nonexistent,no
45,admin.,married,high.school,unknown,no,yes,cellular,jul,mon,301,1,nonexistent,no
52,entrepreneur,divorced,high.school,unknown,yes,no,cellular,jul,tue,550,1,nonexistent,yes
52,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,292,5,nonexistent,no
50,admin.,single,high.school,no,yes,no,cellular,jul,wed,180,1,nonexistent,no
32,services,divorced,high.school,no,no,no,cellular,nov,wed,550,2,nonexistent,no
42,unemployed,married,basic.4y,no,yes,no,telephone,may,fri,170,5,nonexistent,no
54,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,159,1,nonexistent,no
33,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,550,1,nonexistent,yes
54,services,divorced,high.school,no,no,no,cellular,oct,wed,268,1,failure,no
55,admin.,married,university.degree,no,yes,yes,telephone,jul,wed,261,4,nonexistent,yes
43,housemaid,divorced,basic.9y,no,yes,no,cellular,jul,tue,94,5,nonexistent,no
44,management,married,basic.6y,no,yes,yes,cellular,mar,thu,218,1,nonexistent,no
53,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,134,1,nonexistent,no
26,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,311,2,nonexistent,yes
50,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,251,2,nonexistent,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,179,1,nonexistent,yes
34,unknown,married,basic.4y,no,yes,yes,cellular,apr,thu,94,1,nonexistent,no
45,services,married,basic.6y,no,yes,no,cellular,aug,mon,550,2,nonexistent,yes
43,services,single,high.school,no,no,no,cellular,jul,mon,385,1,nonexistent,no
55,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,38,1,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,72,4,nonexistent,no
43,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,550,1,nonexistent,no
30,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,111,1,nonexistent,yes
42,management,single,university.degree,no,yes,no,cellular,oct,mon,105,1,nonexistent,yes
31,technician,single,university.degree,no,yes,no,cellular,may,thu,259,4,nonexistent,no
36,technician,married,university.degree,no,yes,no,telephone,may,wed,197,2,nonexistent,no
55,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,404,2,nonexistent,no
32,admin.,single,high.school,unknown,yes,no,cellular,jul,wed,88,4,nonexistent,no
55,retired,married,basic.6y,no,yes,no,cellular,may,thu,128,1,nonexistent,no
28,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,mon,550,2,nonexistent,no
26,admin.,married,unknown,no,yes,no,cellular,jul,wed,170,2,nonexistent,no
43,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,380,1,nonexistent,no
55,admin.,married,high.school,no,yes,no,cellular,nov,wed,300,1,failure,yes
46,technician,divorced,professional.course,no,yes,no,cellular,nov,thu,240,2,nonexistent,no
27,admin.,single,professional.course,no,no,no,cellular,jul,tue,448,5,nonexistent,yes
43,services,married,high.school,unknown,unknown,unknown,telephone,may,wed,54,4,nonexistent,no
38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,95,2,nonexistent,no
47,technician,single,professional.course,unknown,no,no,telephone,jun,fri,61,1,nonexistent,no
38,management,married,university.degree,no,yes,no,telephone,may,mon,274,5,nonexistent,no
48,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,4,nonexistent,no
31,admin.,single,high.school,no,unknown,unknown,cellular,jun,thu,105,1,nonexistent,no
30,unemployed,married,high.school,no,yes,no,cellular,jul,tue,383,3,nonexistent,no
50,management,divorced,university.degree,no,yes,no,cellular,nov,fri,36,5,nonexistent,no
55,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,166,3,nonexistent,no
47,management,married,university.degree,no,no,no,telephone,may,wed,550,3,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,144,4,nonexistent,no
36,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,550,1,nonexistent,no
43,entrepreneur,married,high.school,no,yes,no,cellular,apr,thu,90,2,nonexistent,no
28,technician,married,basic.9y,no,no,no,cellular,apr,thu,442,1,nonexistent,no
26,entrepreneur,single,high.school,no,no,no,telephone,may,thu,550,3,nonexistent,no
35,technician,married,university.degree,unknown,no,no,telephone,jun,tue,194,1,nonexistent,no
30,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,149,1,failure,no
55,retired,married,university.degree,unknown,no,no,cellular,sep,mon,81,3,success,no
53,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,172,2,nonexistent,no
30,admin.,married,university.degree,no,yes,yes,telephone,may,fri,182,1,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,101,5,nonexistent,no
32,services,married,professional.course,no,unknown,unknown,telephone,jun,wed,164,3,nonexistent,no
31,admin.,single,basic.9y,no,no,no,cellular,may,fri,406,4,nonexistent,yes
36,admin.,married,university.degree,no,no,yes,cellular,may,mon,305,1,nonexistent,no
55,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,38,5,nonexistent,no
35,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,155,1,nonexistent,no
34,technician,single,university.degree,no,no,no,cellular,mar,mon,180,2,nonexistent,yes
42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,2,nonexistent,yes
43,technician,married,professional.course,no,no,no,telephone,jun,thu,119,2,nonexistent,no
26,technician,married,professional.course,no,yes,no,cellular,may,mon,342,4,nonexistent,no
38,management,married,university.degree,no,no,no,telephone,may,fri,461,2,nonexistent,no
29,student,single,unknown,no,no,no,telephone,may,mon,550,4,nonexistent,no
48,management,married,basic.9y,no,unknown,unknown,cellular,nov,tue,373,1,nonexistent,no
34,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,tue,550,3,nonexistent,no
33,admin.,married,high.school,no,yes,no,cellular,nov,tue,125,2,nonexistent,no
53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,193,1,nonexistent,no
27,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,55,1,nonexistent,no
26,technician,married,university.degree,no,yes,yes,cellular,sep,tue,89,2,success,yes
46,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,mon,550,2,nonexistent,no
31,technician,single,professional.course,no,no,no,cellular,may,tue,163,2,failure,no
36,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,165,3,nonexistent,no
41,admin.,married,basic.9y,unknown,no,no,telephone,jul,fri,259,2,nonexistent,no
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,mon,228,4,nonexistent,no
32,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,jul,wed,104,1,nonexistent,no
31,admin.,divorced,high.school,no,no,no,telephone,may,mon,246,1,nonexistent,no
31,blue-collar,single,unknown,no,yes,no,telephone,may,fri,273,2,nonexistent,no
26,student,single,unknown,no,yes,no,cellular,may,tue,189,2,failure,no
40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,117,1,nonexistent,no
38,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,122,3,nonexistent,no
37,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,84,1,failure,no
39,management,married,university.degree,no,no,no,telephone,jun,fri,47,1,nonexistent,no
31,admin.,single,high.school,unknown,no,no,cellular,jul,wed,90,1,nonexistent,no
41,services,married,high.school,no,yes,yes,cellular,may,wed,36,5,nonexistent,no
33,unemployed,single,university.degree,no,no,yes,telephone,jun,mon,36,5,nonexistent,no
47,services,married,high.school,unknown,no,no,telephone,jun,fri,36,5,nonexistent,no
52,housemaid,married,university.degree,no,yes,no,telephone,may,thu,64,1,nonexistent,no
43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,209,2,nonexistent,no
53,retired,married,high.school,unknown,yes,no,telephone,may,thu,36,5,nonexistent,no
55,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,550,1,nonexistent,yes
34,technician,married,university.degree,no,no,no,telephone,may,thu,96,2,nonexistent,no
26,services,single,basic.9y,no,no,no,cellular,jul,wed,250,1,nonexistent,no
55,admin.,single,unknown,unknown,no,yes,cellular,jul,mon,49,1,nonexistent,no
35,technician,single,professional.course,no,yes,no,cellular,aug,thu,93,1,nonexistent,no
39,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,368,1,nonexistent,no
55,retired,married,professional.course,no,no,no,cellular,oct,tue,323,1,nonexistent,yes
55,technician,married,university.degree,no,yes,no,telephone,jun,tue,108,5,nonexistent,no
38,admin.,divorced,university.degree,no,no,no,cellular,may,tue,225,3,nonexistent,no
36,management,married,university.degree,no,no,no,cellular,may,thu,164,2,nonexistent,no
30,admin.,single,university.degree,no,no,yes,cellular,nov,thu,106,3,nonexistent,no
55,services,married,high.school,no,yes,yes,cellular,jul,fri,65,4,nonexistent,no
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,550,1,nonexistent,no
34,services,married,high.school,no,no,no,telephone,may,wed,210,1,nonexistent,no
26,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,tue,77,2,nonexistent,no
36,technician,divorced,professional.course,no,no,no,cellular,jul,mon,36,2,nonexistent,no
42,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,277,3,nonexistent,no
41,services,divorced,basic.9y,no,no,no,telephone,jun,thu,550,1,nonexistent,no
50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,123,2,success,no
49,services,married,high.school,unknown,no,no,telephone,may,tue,296,3,nonexistent,no
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,201,5,nonexistent,no
26,self-employed,single,university.degree,no,no,no,cellular,may,wed,161,1,success,no
44,technician,married,professional.course,unknown,no,no,telephone,may,fri,119,1,nonexistent,no
37,technician,married,university.degree,no,yes,no,cellular,aug,mon,121,2,nonexistent,no
52,admin.,divorced,basic.9y,no,no,yes,cellular,may,mon,550,2,nonexistent,yes
33,services,married,high.school,no,yes,no,cellular,jul,tue,550,4,nonexistent,yes
44,self-employed,married,university.degree,unknown,no,no,telephone,may,wed,202,2,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,46,5,nonexistent,no
40,technician,single,university.degree,no,no,no,telephone,may,thu,430,2,failure,no
35,admin.,divorced,high.school,unknown,no,no,cellular,jul,tue,175,4,nonexistent,no
32,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,71,2,nonexistent,no
55,retired,single,high.school,no,yes,no,telephone,may,mon,342,1,nonexistent,no
51,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,50,1,nonexistent,no
34,technician,divorced,professional.course,no,unknown,unknown,telephone,may,tue,532,2,nonexistent,no
32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,102,4,failure,no
35,admin.,single,high.school,no,yes,yes,cellular,may,tue,200,4,failure,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,180,2,failure,no
44,admin.,married,high.school,no,no,no,cellular,may,fri,36,3,nonexistent,no
38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,135,3,nonexistent,no
26,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,109,5,nonexistent,no
29,admin.,single,high.school,no,yes,no,telephone,apr,mon,36,2,failure,no
49,retired,married,high.school,no,yes,no,cellular,jul,tue,228,1,nonexistent,no
51,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue,234,2,nonexistent,no
55,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,328,2,nonexistent,no
32,technician,single,university.degree,no,no,no,cellular,aug,tue,550,1,nonexistent,no
51,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,72,5,nonexistent,no
26,services,divorced,basic.4y,no,yes,no,telephone,may,fri,550,1,nonexistent,no
41,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,36,1,nonexistent,no
55,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,45,2,failure,no
33,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,207,2,nonexistent,no
52,unemployed,divorced,high.school,no,yes,yes,cellular,aug,tue,99,1,nonexistent,no
54,blue-collar,married,high.school,no,no,yes,cellular,jul,thu,313,1,nonexistent,no
40,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,88,3,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,aug,mon,48,3,nonexistent,no
26,technician,single,high.school,no,yes,no,cellular,jul,mon,538,1,nonexistent,no
38,admin.,divorced,basic.9y,no,yes,no,cellular,apr,mon,39,4,nonexistent,no
26,admin.,married,university.degree,no,yes,no,telephone,jun,fri,109,1,nonexistent,no
55,self-employed,married,university.degree,no,no,no,cellular,jun,thu,550,3,nonexistent,no
26,technician,single,professional.course,no,yes,yes,telephone,may,tue,243,2,nonexistent,no
30,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,153,2,nonexistent,no
41,technician,single,professional.course,unknown,yes,no,cellular,aug,tue,57,5,nonexistent,no
34,technician,married,basic.9y,no,no,no,cellular,may,mon,550,2,nonexistent,no
38,technician,married,professional.course,no,yes,no,telephone,jun,fri,36,3,nonexistent,no
36,admin.,married,basic.6y,no,yes,yes,cellular,nov,fri,183,1,failure,no
47,technician,single,professional.course,no,yes,no,cellular,jul,mon,108,2,nonexistent,no
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,401,2,nonexistent,no
52,services,married,basic.9y,unknown,no,no,telephone,may,thu,80,3,nonexistent,no
44,technician,single,professional.course,no,yes,no,cellular,aug,fri,95,3,nonexistent,no
41,self-employed,married,basic.9y,no,no,no,cellular,may,thu,54,1,nonexistent,no
46,technician,married,university.degree,no,yes,no,cellular,apr,thu,375,2,nonexistent,no
42,management,divorced,university.degree,no,yes,no,cellular,jul,fri,215,2,nonexistent,no
34,admin.,married,university.degree,no,no,yes,cellular,aug,wed,36,5,nonexistent,no
49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,550,1,nonexistent,no
55,retired,married,basic.4y,no,no,no,cellular,aug,mon,348,1,nonexistent,yes
39,admin.,married,university.degree,no,yes,no,cellular,apr,fri,73,1,nonexistent,no
26,technician,single,basic.6y,no,yes,no,cellular,jul,thu,127,5,nonexistent,no
55,services,married,high.school,unknown,yes,no,cellular,may,fri,373,1,nonexistent,no
31,admin.,single,university.degree,no,no,yes,cellular,nov,wed,212,2,success,no
40,services,married,unknown,no,yes,no,telephone,jun,tue,71,2,nonexistent,no
55,housemaid,married,basic.4y,no,no,no,telephone,dec,thu,208,1,nonexistent,no
26,blue-collar,married,professional.course,no,no,no,cellular,jul,tue,240,5,nonexistent,no
26,technician,single,basic.9y,no,yes,no,cellular,jul,wed,74,1,nonexistent,no
40,admin.,married,university.degree,unknown,unknown,unknown,telephone,jun,fri,65,5,nonexistent,no
55,retired,married,high.school,no,no,no,cellular,aug,fri,136,5,nonexistent,no
47,admin.,divorced,high.school,no,no,no,telephone,jun,thu,149,1,nonexistent,no
55,admin.,single,university.degree,no,no,yes,cellular,apr,thu,158,1,failure,no
31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,220,1,nonexistent,no
55,retired,married,basic.4y,no,yes,no,cellular,sep,fri,158,2,nonexistent,no
37,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,214,1,nonexistent,no
45,technician,divorced,basic.9y,no,no,no,cellular,nov,fri,179,4,nonexistent,no
45,unknown,single,basic.4y,no,yes,no,telephone,may,fri,189,5,nonexistent,no
45,entrepreneur,married,university.degree,no,no,no,cellular,aug,thu,254,2,nonexistent,no
43,technician,single,professional.course,no,yes,no,telephone,jun,mon,70,3,nonexistent,no
32,admin.,married,university.degree,no,no,no,cellular,jul,thu,100,1,nonexistent,no
55,retired,married,basic.4y,no,yes,no,telephone,jun,mon,263,4,nonexistent,no
30,blue-collar,single,professional.course,no,yes,no,cellular,nov,tue,111,2,nonexistent,no
34,blue-collar,single,professional.course,no,no,yes,cellular,jul,mon,123,3,nonexistent,no
26,admin.,single,university.degree,no,no,no,telephone,may,tue,59,1,nonexistent,no
47,admin.,married,basic.9y,no,no,no,cellular,aug,fri,177,1,nonexistent,no
30,admin.,married,high.school,no,unknown,unknown,telephone,jun,thu,344,1,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,apr,mon,164,5,nonexistent,no
28,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,tue,331,2,nonexistent,no
39,housemaid,married,university.degree,no,yes,no,telephone,may,wed,536,5,nonexistent,no
32,technician,single,unknown,no,yes,no,cellular,jul,tue,121,3,nonexistent,no
55,management,divorced,university.degree,no,unknown,unknown,telephone,nov,fri,162,1,nonexistent,no
34,services,married,high.school,no,yes,no,cellular,may,mon,550,1,nonexistent,no
55,technician,divorced,university.degree,unknown,no,no,cellular,jul,thu,384,3,nonexistent,no
35,management,married,professional.course,no,yes,yes,telephone,may,wed,136,1,nonexistent,no
53,self-employed,married,university.degree,unknown,yes,no,cellular,aug,mon,550,5,nonexistent,no
27,admin.,single,high.school,no,yes,no,telephone,jun,wed,193,1,failure,no
